Frame,Kecepatan,Y0X_Pixel,Y239X_Pixel,Y479X_Pixel,Y0X_Meter,Y239X_Meter,Y479X_Meter,errorY_0_Xmeter,errorY_239_Xmeter,errorY_479_Xmeter,Radius,Curvature,Y0(meter),Y239(meter),Y479(meter),Error_Lateral,Error_Yaw (rad),Error_Yaw(deg),Angle_MPC(rad),Angle_MPC(deg),Konversi_MPC2Angle,Angle,FPS,km/h
99,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.82432597540409, 'Left Curve')",0.023909530558557632,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.1,0
100,0,368,334,314,1.2650000000000001,1.148125,1.0793750000000002,0.16500000000000004,0.04812500000000001,-0.020625000000000004,"(41.56056063085619, 'Left Curve')",0.024061273111353577,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.1,0
101,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(41.55535614873571, 'Left Curve')",0.024064286596913793,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.5,0
102,0,372,334,315,1.2787500000000003,1.148125,1.0828125000000002,0.17875000000000002,0.04812500000000001,-0.0171875,"(40.080290205953254, 'Left Curve')",0.0249499191463306,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0
103,0,367,335,314,1.2615625000000001,1.1515625,1.0793750000000002,0.16156250000000003,0.051562500000000004,-0.020625000000000004,"(41.95244586410246, 'Left Curve')",0.02383651249415406,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.6,0
104,0,366,335,313,1.2581250000000002,1.1515625,1.0759375000000002,0.15812500000000002,0.051562500000000004,-0.024062500000000004,"(44.47090674313971, 'Left Curve')",0.022486611432861434,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0
105,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(41.01155571748787, 'Left Curve')",0.024383371527980997,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0
106,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(41.21802145318897, 'Left Curve')",0.02426123245958551,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.5,0
107,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(41.73331906901984, 'Left Curve')",0.02396166953187139,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.4,0
108,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.02706993066133, 'Left Curve')",0.024374151059046414,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.7,0
109,0,370,335,314,1.271875,1.1515625,1.0793750000000002,0.17187500000000003,0.051562500000000004,-0.020625000000000004,"(42.07542992518313, 'Left Curve')",0.0237668397394432,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.9,0
110,0,366,334,314,1.2581250000000002,1.148125,1.0793750000000002,0.15812500000000002,0.04812500000000001,-0.020625000000000004,"(43.409936899805366, 'Left Curve')",0.023036200266959697,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.5,0
111,0,366,334,314,1.2581250000000002,1.148125,1.0793750000000002,0.15812500000000002,0.04812500000000001,-0.020625000000000004,"(44.832312586108145, 'Left Curve')",0.022305340552739243,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0
112,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.4260099587902, 'Left Curve')",0.02413942354078466,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.2,0
113,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.58137229891571, 'Left Curve')",0.02404923033350865,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.5,0
114,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(43.44306471980856, 'Left Curve')",0.023018633847534102,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.9,0
115,0,370,335,314,1.271875,1.1515625,1.0793750000000002,0.17187500000000003,0.051562500000000004,-0.020625000000000004,"(39.69379734821811, 'Left Curve')",0.025192852959554167,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.6,0
116,0,367,335,314,1.2615625000000001,1.1515625,1.0793750000000002,0.16156250000000003,0.051562500000000004,-0.020625000000000004,"(42.171848851965336, 'Left Curve')",0.023712500808543445,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0
117,0,368,334,314,1.2650000000000001,1.148125,1.0793750000000002,0.16500000000000004,0.04812500000000001,-0.020625000000000004,"(42.1815664305408, 'Left Curve')",0.023707038041052172,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.5,0
118,0,369,335,314,1.2684375,1.1515625,1.0793750000000002,0.16843750000000002,0.051562500000000004,-0.020625000000000004,"(41.730222148867355, 'Left Curve')",0.023963447796482483,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.2,0
119,0,368,335,314,1.2650000000000001,1.1515625,1.0793750000000002,0.16500000000000004,0.051562500000000004,-0.020625000000000004,"(40.38354138133195, 'Left Curve')",0.02476256330660165,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.5,0
120,0,367,335,314,1.2615625000000001,1.1515625,1.0793750000000002,0.16156250000000003,0.051562500000000004,-0.020625000000000004,"(41.4465575475899, 'Left Curve')",0.024127456154875514,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.0,0
121,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(43.32445013143019, 'Left Curve')",0.023081654746139275,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.1,0
122,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(41.01364430465838, 'Left Curve')",0.024382129824206303,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.3,0
123,0,371,335,314,1.2753125,1.1515625,1.0793750000000002,0.1753125,0.051562500000000004,-0.020625000000000004,"(40.949334705119675, 'Left Curve')",0.024420421166817526,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.3,0
124,0,368,335,314,1.2650000000000001,1.1515625,1.0793750000000002,0.16500000000000004,0.051562500000000004,-0.020625000000000004,"(41.258091919371864, 'Left Curve')",0.024237669593500304,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.5,0
125,0,371,334,314,1.2753125,1.148125,1.0793750000000002,0.1753125,0.04812500000000001,-0.020625000000000004,"(40.36559433165894, 'Left Curve')",0.02477357305292282,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.8,0
126,0,370,335,314,1.271875,1.1515625,1.0793750000000002,0.17187500000000003,0.051562500000000004,-0.020625000000000004,"(41.75945965762814, 'Left Curve')",0.02394667000480049,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.7,0
127,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(40.75183782498263, 'Left Curve')",0.024538770602069805,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.6,0
128,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(41.94949836492073, 'Left Curve')",0.02383818731992815,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.8,0
129,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(42.40503517366207, 'Left Curve')",0.023582105188798518,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.2,0
130,0,372,335,314,1.2787500000000003,1.1515625,1.0793750000000002,0.17875000000000002,0.051562500000000004,-0.020625000000000004,"(38.81882211495669, 'Left Curve')",0.025760699205108165,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0
131,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.584649179899074, 'Left Curve')",0.024047335248011992,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,10.1,0
132,0,364,334,314,1.2512500000000002,1.148125,1.0793750000000002,0.15125000000000002,0.04812500000000001,-0.020625000000000004,"(44.40793262555127, 'Left Curve')",0.02251849930578898,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.5,0
133,0,368,334,314,1.2650000000000001,1.148125,1.0793750000000002,0.16500000000000004,0.04812500000000001,-0.020625000000000004,"(41.09993268220254, 'Left Curve')",0.024330940095019397,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.2,0
134,0,368,335,314,1.2650000000000001,1.1515625,1.0793750000000002,0.16500000000000004,0.051562500000000004,-0.020625000000000004,"(41.1912483566139, 'Left Curve')",0.0242770015451458,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.3,0
135,0,366,335,314,1.2581250000000002,1.1515625,1.0793750000000002,0.15812500000000002,0.051562500000000004,-0.020625000000000004,"(43.444443165299035, 'Left Curve')",0.023017903491020997,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.5,0
136,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(42.67046599747398, 'Left Curve')",0.02343541315108202,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0
137,0,366,335,313,1.2581250000000002,1.1515625,1.0759375000000002,0.15812500000000002,0.051562500000000004,-0.024062500000000004,"(41.72320418539334, 'Left Curve')",0.023967478517627483,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.8,0
138,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.94566904437004, 'Left Curve')",0.023840363565120443,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.8,0
139,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(40.75809472559592, 'Left Curve')",0.024535003579841137,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.8,0
140,0,366,334,314,1.2581250000000002,1.148125,1.0793750000000002,0.15812500000000002,0.04812500000000001,-0.020625000000000004,"(43.870533729902434, 'Left Curve')",0.022794343149702637,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.8,0
141,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.10873296048396, 'Left Curve')",0.02432573149265526,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.4,0
142,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(42.87443420330514, 'Left Curve')",0.02332392295273511,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.9,0
143,0,367,335,314,1.2615625000000001,1.1515625,1.0793750000000002,0.16156250000000003,0.051562500000000004,-0.020625000000000004,"(41.213116432981934, 'Left Curve')",0.024264119934393567,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.6,0
144,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.1617037885294, 'Left Curve')",0.02429442680841291,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.2,0
145,0,367,335,313,1.2615625000000001,1.1515625,1.0759375000000002,0.16156250000000003,0.051562500000000004,-0.024062500000000004,"(42.90289473202134, 'Left Curve')",0.02330845054270038,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0
146,0,371,335,314,1.2753125,1.1515625,1.0793750000000002,0.1753125,0.051562500000000004,-0.020625000000000004,"(40.40800317319113, 'Left Curve')",0.02474757279427889,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.9,0
147,0,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(42.52389978351232, 'Left Curve')",0.023516187487294553,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.9,0
148,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(39.139045600852754, 'Left Curve')",0.02554993318432405,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.1,0
149,0,371,334,314,1.2753125,1.148125,1.0793750000000002,0.1753125,0.04812500000000001,-0.020625000000000004,"(39.16000166395843, 'Left Curve')",0.02553626040624934,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.5,0
150,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.315964907746114, 'Left Curve')",0.024203718882831057,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.2,0
151,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(40.70589712393608, 'Left Curve')",0.024566465073975117,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.0,0
152,0,373,335,314,1.2821875000000003,1.1515625,1.0793750000000002,0.18218750000000003,0.051562500000000004,-0.020625000000000004,"(40.18742017773284, 'Left Curve')",0.024883408678073912,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.1,0
153,0,368,334,314,1.2650000000000001,1.148125,1.0793750000000002,0.16500000000000004,0.04812500000000001,-0.020625000000000004,"(42.80582013718801, 'Left Curve')",0.02336130920503587,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.7,0
154,0,369,334,314,1.2684375,1.148125,1.0793750000000002,0.16843750000000002,0.04812500000000001,-0.020625000000000004,"(41.110086520233146, 'Left Curve')",0.02432493056193959,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.3,0
155,0,366,334,314,1.2581250000000002,1.148125,1.0793750000000002,0.15812500000000002,0.04812500000000001,-0.020625000000000004,"(43.624197628165184, 'Left Curve')",0.022923057714977154,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.1,0
156,0,366,335,313,1.2581250000000002,1.1515625,1.0759375000000002,0.15812500000000002,0.051562500000000004,-0.024062500000000004,"(42.531544803227135, 'Left Curve')",0.023511960466672813,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0,0.0,0.0,21.0,9.1,0
157,0,371,334,314,1.2753125,1.148125,1.0793750000000002,0.1753125,0.04812500000000001,-0.020625000000000004,"(40.06114517845313, 'Left Curve')",0.02496184259200482,0.0,1.643125,3.293125,0.0,0.0,0.0,0.02994030915215167,1.7154533517352029,10.277139171982078,31.27713917198208,9.1,0
158,0,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(40.44697800338199, 'Left Curve')",0.02472372595837406,0.0,1.643125,3.293125,0.0,0.0,0.0,0.029773789930847637,1.7059125031466769,10.272816951756974,31.272816951756973,6.6,0
159,5,366,334,314,1.2581250000000002,1.148125,1.0793750000000002,0.15812500000000002,0.04812500000000001,-0.020625000000000004,"(42.76028220505877, 'Left Curve')",0.023386188033195313,0.0,1.643125,3.293125,0.0,0.0,0.0,0.028838397521630404,1.6523184659099552,10.248537640588768,31.24853764058877,7.2,0
160,5,365,334,314,1.2546875000000002,1.148125,1.0793750000000002,0.15468750000000003,0.04812500000000001,-0.020625000000000004,"(44.113280010384784, 'Left Curve')",0.022668910581226068,0.0,1.643125,3.293125,0.0,0.0,0.0,0.028336758128566508,1.62357664584989,10.23551694596006,31.235516945960057,7.1,0
161,5,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(40.711505183778485, 'Left Curve')",0.024563081013237762,0.0,1.643125,3.293125,0.0,0.0,0.0,0.029661448047848656,1.6994757873882826,10.26990097391957,31.26990097391957,6.2,0
162,5,367,334,314,1.2615625000000001,1.148125,1.0793750000000002,0.16156250000000003,0.04812500000000001,-0.020625000000000004,"(42.39940390851712, 'Left Curve')",0.023585237239600005,0.0,1.643125,3.293125,0.0,0.0,0.0,0.0289776041902916,1.660294420504318,10.252150928436532,31.25215092843653,6.9,0
163,5,365,335,314,1.2546875000000002,1.1515625,1.0793750000000002,0.15468750000000003,0.051562500000000004,-0.020625000000000004,"(42.47134960965359, 'Left Curve')",0.023545284272593576,0.0,1.643125,3.293125,0.0,0.0,0.0,0.02984014008906199,1.7097140871823846,10.274539155317182,31.274539155317182,8.1,0
164,5,370,335,314,1.271875,1.1515625,1.0793750000000002,0.17187500000000003,0.051562500000000004,-0.020625000000000004,"(40.43876826464508, 'Left Curve')",0.024728745283626327,0.0,1.643125,3.293125,0.0,0.0,0.0,0.030667735812110783,1.757131829256158,10.296020465068452,31.29602046506845,7.8,0
165,5,368,335,314,1.2650000000000001,1.1515625,1.0793750000000002,0.16500000000000004,0.051562500000000004,-0.020625000000000004,"(41.009607434810334, 'Left Curve')",0.024384529932153565,0.0,1.643125,3.293125,0.0,0.0,0.0,0.030427029124636993,1.7433403519633355,10.289772613890852,31.289772613890854,7.3,0
166,5,373,336,315,1.2821875000000003,1.1550000000000002,1.0828125000000002,0.18218750000000003,0.05500000000000001,-0.0171875,"(38.39685569880642, 'Left Curve')",0.026043799207003435,0.0,1.643125,3.293125,0.0,0.0,0.0,0.03247763659583081,1.8608315055007358,10.342998764099434,31.342998764099434,7.6,0
167,5,373,335,315,1.2821875000000003,1.1515625,1.0828125000000002,0.18218750000000003,0.051562500000000004,-0.0171875,"(38.68051026805434, 'Left Curve')",0.025852813033490026,0.0,1.643125,3.293125,0.0,0.0,0.0,0.031453755870325895,1.8021674612045113,10.316422625049443,31.31642262504944,6.8,0
168,5,370,334,314,1.271875,1.148125,1.0793750000000002,0.17187500000000003,0.04812500000000001,-0.020625000000000004,"(40.34592939211083, 'Left Curve')",0.024785647897245817,0.0,1.643125,3.293125,0.0,0.0,0.0,0.02981709284946711,1.7083935776241712,10.273940934617317,31.273940934617315,7.2,0
169,5,374,336,315,1.2856250000000002,1.1550000000000002,1.0828125000000002,0.185625,0.05500000000000001,-0.0171875,"(43.468703353365015, 'Left Curve')",0.023005057037722466,0.0,1.643125,3.293125,0.0,0.0,0.0,0.030352812635244808,1.7390880603508858,10.287846229603348,31.287846229603346,9.0,0
170,5,373,335,311,1.2821875000000003,1.1515625,1.0690625000000002,0.18218750000000003,0.051562500000000004,-0.030937500000000003,"(38.882603866884025, 'Left Curve')",0.02571844219650349,0.0,1.643125,3.293125,0.0,0.0,0.0,0.031359799876563975,1.7967841793019959,10.313983876577481,31.31398387657748,8.0,0
171,5,356,330,306,1.2237500000000001,1.1343750000000001,1.0518750000000001,0.12375000000000001,0.034375,-0.04812500000000001,"(60.40113681372674, 'Left Curve')",0.016555979783690767,0.0,1.643125,3.293125,0.0,0.0,0.0,0.02049780763988519,1.1744378670364362,10.032046919614505,31.032046919614505,7.4,0
172,5,412,328,309,1.4162500000000002,1.1275000000000002,1.0621875,0.31625000000000003,0.027500000000000004,-0.037812500000000006,"(36.83862281702864, 'Left Curve')",0.027145423024276312,0.0,1.643125,3.293125,0.0,0.0,0.0,0.026124242034196575,1.4968088115377243,10.178088249521494,31.178088249521494,7.9,0
173,5,346,328,306,1.189375,1.1275000000000002,1.0518750000000001,0.08937500000000001,0.027500000000000004,-0.04812500000000001,"(68.56985328608519, 'Left Curve')",0.014583668362652439,0.0,1.643125,3.293125,0.0,0.0,0.0,0.01733593726029589,0.9932760389185419,9.949976513586916,30.94997651358692,7.1,0
174,5,340,322,302,1.1687500000000002,1.106875,1.0381250000000002,0.06875,0.006875000000000001,-0.061875000000000006,"(61.66316425129773, 'Left Curve')",0.016217137283527493,0.0,1.643125,3.293125,0.0,0.0,0.0,0.013132738476536617,0.7524504881546147,9.840877091604094,30.840877091604092,8.2,0
175,5,337,320,301,1.1584375000000002,1.1,1.0346875000000002,0.05843750000000001,0.0,-0.06531250000000001,"(64.45094664240362, 'Left Curve')",0.015515675906955247,0.0,1.643125,3.293125,0.0,0.0,0.0,0.010859585681486882,0.6222084268098983,9.781874491732582,30.78187449173258,7.5,0
176,5,331,316,296,1.1378125000000001,1.0862500000000002,1.0175,0.037812500000000006,-0.013750000000000002,-0.08250000000000002,"(71.43149790625716, 'Left Curve')",0.013999426433872994,0.0,1.643125,3.293125,0.0,0.0,0.0,0.006233650221534029,0.35716184865469053,9.661802396460583,30.661802396460583,8.3,0
177,5,323,311,291,1.1103125,1.0690625000000002,1.0003125000000002,0.010312500000000002,-0.030937500000000003,-0.09968750000000001,"(151.44196504830086, 'Left Curve')",0.006603189543143212,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.00339940421583166,-0.1947715144261333,9.411764098222948,30.411764098222946,7.4,0
178,5,320,308,290,1.1,1.05875,0.9968750000000002,0.0,-0.04125000000000001,-0.10312500000000001,"(77269.55005703116, 'Left Curve')",1.2941708593642896e-05,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.010685514206571,-0.6122348659636008,9.222643756933266,30.222643756933266,7.6,0
179,5,258,226,197,0.8868750000000001,0.7768750000000001,0.6771875,-0.21312500000000004,-0.32312500000000005,-0.42281250000000004,"(139.8477827878907, 'Left Curve')",0.00715063178024578,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.07861017591866183,-4.504031306920262,7.459571936537467,28.459571936537465,7.5,0
180,5,258,224,191,0.8868750000000001,0.7700000000000001,0.6565625,-0.21312500000000004,-0.33000000000000007,-0.44343750000000004,"(1121.0295850031998, 'Left Curve')",0.0008920371178224932,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.0847322496492453,-4.854800293550606,7.300665651180792,28.300665651180793,8.1,0
181,5,241,217,184,0.8284375000000002,0.7459375000000001,0.6325000000000001,-0.27156250000000004,-0.35406250000000006,-0.4675000000000001,"(165.1143246724427, 'Left Curve')",0.006056409714807126,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.08733691069652467,-5.004036378621839,7.2330583289153445,28.233058328915345,7.7,0
182,5,234,211,182,0.8043750000000001,0.7253125000000001,0.6256250000000001,-0.295625,-0.37468750000000006,-0.47437500000000005,"(180.837472696904, 'Left Curve')",0.005529827336594493,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.0930066243467574,-5.328887041827886,7.085893630343729,28.08589363034373,7.8,0
183,5,165,199,170,0.5671875000000001,0.6840625000000001,0.5843750000000001,-0.5328125,-0.41593750000000007,-0.5156250000000001,"(180.73681202912368, 'Left Curve')",0.005532907152522207,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.10359644687012198,-5.935639178209256,6.8110211877973805,27.81102118779738,7.8,0
184,5,224,201,176,0.7700000000000001,0.6909375000000001,0.6050000000000001,-0.33000000000000007,-0.40906250000000005,-0.49500000000000005,"(3507.607221352933, 'Left Curve')",0.00028509463485888427,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.10546642774312752,-6.042781190002663,6.762483432896962,27.762483432896964,7.7,0
185,5,216,195,170,0.7425,0.6703125000000001,0.5843750000000001,-0.35750000000000004,-0.42968750000000006,-0.5156250000000001,"(272.46151159519445, 'Left Curve')",0.0036702431625856013,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.10841061151448309,-6.2114704942122465,6.6860633623289925,27.686063362328994,7.9,0
186,5,258,256,255,0.8868750000000001,0.8800000000000001,0.8765625000000001,-0.21312500000000004,-0.22000000000000003,-0.22343750000000004,"(166.27153374041438, 'Left Curve')",0.0060142585895744186,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.05278136456944626,-3.024149426770608,8.129991903252078,29.129991903252076,8.2,0
187,5,251,248,248,0.8628125000000001,0.8525000000000001,0.8525000000000001,-0.23718750000000002,-0.24750000000000003,-0.24750000000000003,"(313.1640364144824, 'Left Curve')",0.0031932146853429514,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.06185597510809649,-3.5440863113602052,7.894448733533016,28.894448733533018,7.9,0
188,5,242,239,238,0.8318750000000001,0.8215625000000001,0.8181250000000001,-0.26812500000000006,-0.27843750000000006,-0.28187500000000004,"(783.2031707566998, 'Left Curve')",0.0012768079054555407,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.07117715915884824,-4.078150817532937,7.6525054316692405,28.65250543166924,7.9,0
189,5,232,229,231,0.7975000000000001,0.7871875000000002,0.7940625000000001,-0.30250000000000005,-0.31281250000000005,-0.30593750000000003,"(297.32398356712946, 'Left Curve')",0.003363334460955859,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.07858748811392013,-4.502731391462146,7.460160827644149,28.46016082764415,6.4,0
190,5,229,224,228,0.7871875000000002,0.7700000000000001,0.7837500000000001,-0.31281250000000005,-0.33000000000000007,-0.31625000000000003,"(234.05489543799433, 'Straight')",0.004272501962108797,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.08238268404555467,-4.720180100770025,7.361651643626313,28.361651643626313,7.5,0
191,5,219,214,223,0.7528125000000001,0.7356250000000001,0.7665625000000001,-0.34718750000000004,-0.36437500000000006,-0.33343750000000005,"(1067.0133651917033, 'Straight')",0.0009371953835089371,0.0,1.643125,3.293125,0.0,0.0,0.0,-0.09354277523568608,-5.359606224945686,7.071977145521809,28.07197714552181,8.1,0
192,5,346,349,360,1.189375,1.1996875000000002,1.2375000000000003,0.08937500000000001,0.09968750000000001,0.1375,"(516.3860563631722, 'Straight')",0.0019365356358435522,0.0,1.643125,3.293125,0.0,0.0,0.0,0.027194998858396484,1.5581586584492104,10.205881117909199,31.2058811179092,8.4,0
193,5,343,341,355,1.1790625000000001,1.1721875000000002,1.2203125000000001,0.07906250000000001,0.07218750000000002,0.12031250000000002,"(2430.7301710811626, 'Straight')",0.00041139901577607474,0.0,1.643125,3.293125,0.0,0.0,0.0,0.019001921079301865,1.088729880484671,9.993219262987344,30.993219262987346,8.5,0
